NIT,RAZÓN SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,Año de Corte
830055049,BVQI COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7020,SERVICIOS,$0.02,$0.00,$0.01,$0.01,$0.00,2021
890921246,IMPLEMENTOS DE SEGURIDAD INDUSTRIAL IMPLESEG SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4774,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.01,2021
900588976,MODA INFANTIL MAYORAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4642,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.00,2021
811031830,INVERSIONES LOGROS SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4711,COMERCIO,$0.02,$0.00,$0.00,$0.00,$0.00,2021
800196652,INSTITUTO CARDIOVASCULAR Y DE ESTUDIOS ESPECIALES LAS VEGAS S.A. INCARE S.A.,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8691,SERVICIOS,$0.02,$0.00,$0.03,$0.00,$0.03,2021
802005436,CONGLOMERADO TECNICO COLOMBIANO S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,PUERTO COLOMBIA-ATLANTICO,4210,CONSTRUCCIÓN,$0.02,$0.00,$0.05,$0.02,$0.02,2021
900038527,CORREDOR LOPEZ SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,144,AGROPECUARIO,$0.02,$0.00,$0.01,$0.00,$0.01,2021
900575332,INVERLYC SAS,SUPERSOCIEDADES,Otros,TOLIMA,IBAGUE-TOLIMA,6810,SERVICIOS,$0.02,$0.00,$0.06,$0.03,$0.02,2021
900017038,LABORATORIO CLINICO BIOREFERENCIA S.A.S.,SUPERSALUD,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,5221,SERVICIOS,$0.02,$0.00,$0.01,$0.00,$0.00,2021
900069455,COMERCIALIZADORA INTERNACIONAL ALIADA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1410,MANUFACTURA,$0.02,$0.00,$0.01,$0.00,$0.00,2021
900782409,DIGIOCA COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,MOSQUERA -CUNDINAMARCA,4631,COMERCIO,$0.02,-$0.01,$0.03,$0.03,-$0.00,2021
900209041,TUBULAR RUNNING & RENTAL SERVICES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,910,MINERO,$0.02,$0.00,$0.04,$0.03,$0.01,2021
900684559,SECURITY RENT LTDA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,7710,SERVICIOS,$0.02,$0.00,$0.02,$0.01,$0.01,2021
860514664,INDUSTRIAS SAAD SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TENJO -CUNDINAMARCA,2599,MANUFACTURA,$0.02,$0.00,$0.01,$0.01,$0.01,2021
900320096,ALEXION PHARMA COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8299,SERVICIOS,$0.02,$0.00,$0.01,$0.00,$0.00,2021
900441722,HUMAN TALENT EMPRESA DE SERVICIOS TEMPORALES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,7820,SERVICIOS,$0.02,$0.00,$0.00,$0.00,$0.00,2021
900187771,CARAMI S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,8299,SERVICIOS,$0.02,$0.02,$0.12,$0.02,$0.11,2021
900575452,DIOMAR GARCIA EVENTOS S AS,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,9007,SERVICIOS,$0.02,$0.00,$0.01,$0.00,$0.00,2021
830109420,BRAND CENTER SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4663,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.01,2021
800062361,SEGURIDAD MONSERRATE LTDA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8010,SERVICIOS,$0.02,$0.00,$0.01,$0.00,$0.01,2021
890301839,INELCO SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4112,CONSTRUCCIÓN,$0.02,$0.00,$0.03,$0.01,$0.02,2021
811006840,ZIP PAK COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA -CUNDINAMARCA,4690,COMERCIO,$0.02,$0.00,$0.02,$0.01,$0.01,2021
900583462,ESTACIONES ALIADAS SAS,SUPERSOCIEDADES,Costa Atlántica,SUCRE,SINCELEJO-SUCRE,4731,COMERCIO,$0.02,$0.00,$0.00,$0.00,$0.00,2021
860523376,SOCIEDAD EDUCACIONAL ANDINA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8530,SERVICIOS,$0.02,$0.00,$0.01,$0.01,$0.00,2021
900512637,INTERLIFT SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,2816,MANUFACTURA,$0.02,$0.00,$0.02,$0.02,$0.00,2021
900798269,HOTELES CHARLESTON BOGOTA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5511,SERVICIOS,$0.02,-$0.00,$0.01,$0.01,$0.00,2021
900135509,TUBOMAR SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4643,COMERCIO,$0.02,$0.00,$0.02,$0.01,$0.01,2021
860041367,CAVELIER ABOGADOS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6910,SERVICIOS,$0.02,$0.00,$0.02,$0.01,$0.01,2021
830022145,LLOREDA & CIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6910,SERVICIOS,$0.02,$0.00,$0.01,$0.01,$0.01,2021
890903253,TRIGUISAR DE COLOMBIA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,1089,MANUFACTURA,$0.02,$0.00,$0.02,$0.01,$0.02,2021
830028496,FLORES EL REBAÑO SAAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,125,AGROPECUARIO,$0.02,$0.00,$0.01,$0.00,$0.01,2021
900055281,1.TEG SEGURIDAD LTDA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,8010,SERVICIOS,$0.02,-$0.00,$0.01,$0.01,$0.00,2021
900166216,COMERCIALIZADORA Y DISTRIBUIDORA SIERRA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,4752,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.01,2021
900384475,IMPORTACIONES DIEGO ANDRES COCK SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4530,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.01,2021
860044421,COMPAÑÍA DE MEDIOS DE INFORMACIÓN CIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6020,SERVICIOS,$0.02,$0.00,$0.03,$0.00,$0.03,2021
800058355,SOTELO VELEZ SAS,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,7820,SERVICIOS,$0.02,$0.00,$0.01,$0.00,$0.00,2021
900269824,SWISS SPORT SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4649,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.01,2021
901300333,IPS FUSA S.A.S.,SUPERSALUD,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,8699,SERVICIOS,$0.02,$0.00,$0.01,$0.01,$0.00,2021
800170523,CORPORACION DE TAXIS DE COLOMBIA S.A. CORPOTAXIS D.C. S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$0.02,$0.00,$0.11,$0.02,$0.09,2021
901049966,CENTRO HOSPITALARIO REGIONAL SANTA MONICA SAS,SUPERSALUD,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,8610,SERVICIOS,$0.02,$0.00,$0.01,$0.01,$0.00,2021
900481955,BYP CONSTRUCCIONES SAS,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,4290,CONSTRUCCIÓN,$0.02,$0.00,$0.03,$0.02,$0.01,2021
860517435,GRUPO SASA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,MOSQUERA -CUNDINAMARCA,1630,MANUFACTURA,$0.02,$0.00,$0.02,$0.01,$0.01,2021
900080081,MARCAS VITALES BMV SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,7310,SERVICIOS,$0.02,$0.00,$0.01,$0.01,$0.01,2021
830050473,DATTIS COMUNICACIONES S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7020,SERVICIOS,$0.02,$0.00,$0.01,$0.00,$0.01,2021
900193070,INVERSIONES DE VILLE S.A.S.,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,6810,SERVICIOS,$0.02,$0.01,$0.08,$0.01,$0.07,2021
900430960,CONSTRUCTORA AGATA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4111,CONSTRUCCIÓN,$0.02,$0.00,$0.15,$0.14,$0.01,2021
892000709,SEMILLAS DEL LLANO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,112,AGROPECUARIO,$0.02,$0.00,$0.05,$0.02,$0.03,2021
800072607,REDICOL S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,4669,COMERCIO,$0.02,$0.00,$0.03,$0.02,$0.01,2021
830106715,SISTEMAS SATELITALES DE COLOMBIA SA ESP,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6120,SERVICIOS,$0.02,$0.00,$0.01,$0.00,$0.01,2021
830099423,ABECOL DEMOLICIONES Y CONSTRUCCIONES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4311,CONSTRUCCIÓN,$0.02,$0.00,$0.03,$0.01,$0.02,2021
800093526,CONFECCIÓN Y CORTE S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,1410,MANUFACTURA,$0.02,$0.00,$0.01,$0.01,$0.00,2021
900956384,DURAMAX IMPORTACIONES SAS,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,4541,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.00,2021
844004227,COMERCIAL MOTORS SAS,SUPERSOCIEDADES,Otros,META,VILLAVICENCIO-META,4541,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.01,2021
804010334,MEDIIMPLANTES SA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,3250,MANUFACTURA,$0.02,$0.00,$0.04,$0.01,$0.03,2021
901343454,VGMOBILITY FONTIBON SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,5221,SERVICIOS,$0.02,-$0.00,$0.12,$0.12,$0.01,2021
830065157,LEADERSEARCH S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7830,SERVICIOS,$0.02,$0.00,$0.02,$0.02,$0.00,2021
900291373,BOSTON MEDICAL GROUP DE COLOMBIA S.A.S.,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8621,SERVICIOS,$0.02,-$0.00,$0.01,$0.01,$0.00,2021
830010792,MAKRO OFFICE LTDA.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4741,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.00,2021
900984721,J&C DISTRIBUCIONES S.A.S,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,SAN GIL-SANTANDER,4711,COMERCIO,$0.02,$0.00,$0.00,$0.00,$0.00,2021
890311407,PAAN Y CIA LTDA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,2829,MANUFACTURA,$0.02,$0.00,$0.01,$0.00,$0.00,2021
900432798,KEY LOGISTICS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5229,SERVICIOS,$0.02,$0.00,$0.05,$0.05,$0.00,2021
819006978,BANAEVA SAS,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,122,AGROPECUARIO,$0.02,$0.00,$0.02,$0.00,$0.02,2021
800189984,IMÁGENES DIAGNOSTICAS S.A.,SUPERSALUD,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,8691,SERVICIOS,$0.02,$0.00,$0.01,$0.01,$0.01,2021
800002820,CONSTRUCTORA A CRUZ SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4112,CONSTRUCCIÓN,$0.02,$0.00,$0.02,$0.01,$0.01,2021
890942914,QUIRURGIL S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4659,COMERCIO,$0.02,$0.00,$0.04,$0.01,$0.02,2021
900452868,2M&W SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4772,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.00,2021
890116937,CREDITITULOS SAS EN REORGANIZACION,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4754,COMERCIO,$0.02,-$0.01,$0.16,$0.10,$0.06,2021
830042322,EXCELLENCE FLOWERS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,125,AGROPECUARIO,$0.02,-$0.00,$0.04,$0.02,$0.02,2021
804014026,SUTRATECSA SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,4631,COMERCIO,$0.02,-$0.00,$0.01,$0.00,$0.01,2021
900442603,GRUPO DOMUS SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,4111,CONSTRUCCIÓN,$0.02,$0.00,$0.04,$0.02,$0.02,2021
900127676,ESTACIONES DE SERVICIO ALVARADO RICO Y CIA S EN C,SUPERSOCIEDADES,Otros,META,VILLAVICENCIO-META,4731,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.00,2021
811031144,SUPLIMED HOSPITALARIO,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4645,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.00,2021
890900323,EQUIPOS TECNICOS Y LOGISTICA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4530,COMERCIO,$0.02,$0.00,$0.11,$0.06,$0.05,2021
830045053,CABLE SERVICIOS SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4652,COMERCIO,$0.02,$0.00,$0.02,$0.01,$0.01,2021
860070530,INVET SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,2100,MANUFACTURA,$0.02,$0.00,$0.02,$0.01,$0.01,2021
900467572,TAREAS Y LABORES SERVICIOS TEMPORALES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,SOPO-CUNDINAMARCA,7820,SERVICIOS,$0.02,$0.00,$0.00,$0.00,$0.00,2021
900118440,TEMPORING SA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,7820,SERVICIOS,$0.02,$0.00,$0.01,$0.01,$0.00,2021
900743695,PHOENIX CONTACT SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4659,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.01,2021
900645824,DG ANDINA AUTOMOTRIZ S.A.S,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,4511,COMERCIO,$0.02,$0.00,$0.00,$0.00,$0.00,2021
900304958,SOCIEDAD SAN JOSE DE TORICES S.A,SUPERSALUD,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,8610,SERVICIOS,$0.02,$0.00,$0.04,$0.03,$0.02,2021
900894074,COMERCIALIZADORA MONTSAN SAS,SUPERSOCIEDADES,Otros,META,VILLAVICENCIO-META,4723,COMERCIO,$0.02,$0.00,$0.00,$0.00,$0.00,2021
900210295,SERVICIOS INDUSTRIALES DE BARRANACBERMEJA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BARRANCABERMEJA-SANTANDER,4290,CONSTRUCCIÓN,$0.02,$0.00,$0.01,$0.00,$0.01,2021
900470452,CONSTRUCCIONES AGUAMARINA S A S   EN LIQUIDACION,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4111,CONSTRUCCIÓN,$0.02,$0.00,$0.03,$0.03,$0.00,2021
900588708,MARKEM - ESPACIO INTELIGENTE S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,GALAPA-ATLANTICO,4663,COMERCIO,$0.02,$0.00,$0.02,$0.01,$0.00,2021
900546489,BANINCA S.A.S,SUPERSOCIEDADES,Costa Pacífica,CAUCA,POPAYAN-CAUCA,8291,SERVICIOS,$0.02,$0.01,$0.05,$0.00,$0.05,2021
811001713,PROFESIONALES GINECOLOGICOS S. A. S. - PROGYNE S. A. S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4645,COMERCIO,$0.02,$0.00,$0.02,$0.01,$0.01,2021
890917042,NEGOCIOS Y REPRESENTACIONES SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6613,SERVICIOS,$0.02,$0.01,$0.27,$0.00,$0.27,2021
800210548,VECTOR ITC LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,6201,SERVICIOS,$0.02,$0.00,$0.01,$0.01,$0.00,2021
900404394,GM ARENAS Y TRITURADOS SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4663,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.00,2021
860047214,MELOS Y MELOS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4290,CONSTRUCCIÓN,$0.02,$0.00,$0.01,$0.00,$0.01,2021
830055120,TORNIRAP SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,4752,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.00,2021
800224617,FERREINOX SAS BIC,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,4663,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.00,2021
800047359,INR INVERSIONES REINOS Y CIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2930,MANUFACTURA,$0.02,$0.00,$0.02,$0.01,$0.01,2021
900561151,GRUNDFOS COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4659,COMERCIO,$0.02,$0.00,$0.02,$0.01,$0.00,2021
900447786,UNIFORCE SAS,SUPERSOCIEDADES,Costa Pacífica,NARIÑO,PASTO-NARIÑO,4329,CONSTRUCCIÓN,$0.02,$0.00,$0.02,$0.01,$0.01,2021
900315448,MOVILCO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4741,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.00,2021
830512478,UNIVERSAL DE TORNILLOS Y HERRAMIENTAS SAS,SUPERSOCIEDADES,Otros,META,VILLAVICENCIO-META,4752,COMERCIO,$0.02,$0.00,$0.02,$0.01,$0.01,2021
890917734,HENRIQUEZ VELASQUEZ S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,112,AGROPECUARIO,$0.02,$0.01,$0.02,$0.01,$0.02,2021
830087855,BIOLORE LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4690,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.01,2021
900420576,MONSTER ENERGY COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4632,COMERCIO,$0.02,-$0.00,$0.04,$0.05,-$0.01,2021
890316759,GALLETERIA Y PANIFICADORA MAMI SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,1081,MANUFACTURA,$0.02,$0.00,$0.02,$0.01,$0.01,2021
900613550,CLINICA SAN FRANCISCO DE ASIS SAS,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8610,SERVICIOS,$0.02,$0.00,$0.03,$0.03,$0.01,2021
900464271,SUBS CORP SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,5611,SERVICIOS,$0.02,$0.00,$0.01,$0.00,$0.00,2021
900353604,DYSTAR COLOMBIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4664,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.00,2021
800087461,SERVICIO DE SALUD INMEDIATO,SUPERSALUD,Costa Pacífica,VALLE,CALI-VALLE,8699,SERVICIOS,$0.02,$0.00,$0.02,$0.00,$0.02,2021
900420627,LINK MARKETING Y SERVICIOS SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,8230,SERVICIOS,$0.02,$0.00,$0.01,$0.01,$0.00,2021
900444434,RMS CONSTRUCCIONES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,4111,CONSTRUCCIÓN,$0.02,$0.00,$0.01,$0.01,$0.00,2021
900627081,INNOVACION EN CUIDADO AMBULATORIO Y DOMICILIARIO S.A.S - ICAD S.A.S,SUPERSALUD,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,8621,SERVICIOS,$0.02,$0.00,$0.01,$0.00,$0.00,2021
900226205,COMERCIALIZADORA DITEX SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CANDELARIA-VALLE,4641,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.00,2021
900231137,FARMACERES S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,4645,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.00,2021
860053523,COMPAÑIA COLOMBIANA DE SERVICIO AUTOMOTRIZ S.A COLSERAUTO SL,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7120,SERVICIOS,$0.02,$0.00,$0.02,$0.01,$0.01,2021
860007400,INSTITUTO COLOMBIANO DEL SISTEMA NERVIOSO - CLINICA MONTSERRAT -,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8610,SERVICIOS,$0.02,$0.00,$0.09,$0.00,$0.08,2021
900574639,INVERSIONES AGROPECUARIAS BACHUE SOCIEDAD POR ACCIONES SIMPLIFICADA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUSAGASUGA-CUNDINAMARCA,145,AGROPECUARIO,$0.02,$0.00,$0.01,$0.00,$0.01,2021
800210453,MULTISOFTWARE TRANSACCIONAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4741,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.00,2021
900400181,NEGOCIOS FAMILIARES INTEGRADOS SAS,SUPERSOCIEDADES,Otros,CAQUETA,FLORENCIA-CAQUETA,4663,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.00,2021
811022490,E-GLOBAL S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4741,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.00,2021
822000707,ALIMENTOS DEL LLANO SA,SUPERSOCIEDADES,Otros,META,VILLAVICENCIO-META,4631,COMERCIO,$0.02,$0.00,$0.00,$0.00,$0.00,2021
890404280,DROGUERIA VETERINARIA LTDA,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,4620,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.00,2021
807009474,DROGAS UNIDAS SAS,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,4645,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.00,2021
900873914,DISTRIPUNTO DEL SUR CR S.A.S.,SUPERSOCIEDADES,Otros,CAQUETA,FLORENCIA-CAQUETA,4723,COMERCIO,$0.02,$0.00,$0.00,$0.00,$0.00,2021
